OBJECTID;Anlage;Baumnummer;Gattung_Dt;Gattung_Lat;Pflanzdatum;X;Y;Lon;Lat
1;Kaiser-Franz-Joseph-Straße;17;Winterlinde;Tilia cordata;;81264,6040000003;238116,579;11,4070631060001;47,2768837510001
2;Kaiser-Franz-Joseph-Straße;18;Winterlinde;Tilia cordata;;81257,6270000003;238109,146;11,406969561;47,2768177670001
3;Kaiser-Franz-Joseph-Straße;19;Winterlinde;Tilia cordata;;81251,1200000001;238102,323000001;11,4068823380001;47,2767572110001
4;Kaiser-Franz-Joseph-Straße;23;Winterlinde;Tilia cordata;;81223,8600000003;238073,65;11,4065169180001;47,2765027170001
5;Kaiser-Franz-Joseph-Straße;26;Winterlinde;Tilia cordata;;81203,5300000003;238052,220000001;11,4062443880001;47,2763125040001
6;Kaiser-Franz-Joseph-Straße;27;Winterlinde;Tilia cordata;;81196,5800000001;238044,949999999;11,4061512320001;47,276247981
7;Kaiser-Franz-Joseph-Straße;28;Winterlinde;Tilia cordata;;81189,7800000003;238038,02;11,4060601200001;47,2761864980001
8;Kaiser-Franz-Joseph-Straße;29;Winterlinde;Tilia cordata;;81182,8300000001;238030,83;11,4059669790001;47,2761226950001
9;Kaiser-Franz-Joseph-Straße;30;Winterlinde;Tilia cordata;;81176,3099999996;238023,539999999;11,4058795010001;47,27605794
10;Kaiser-Franz-Joseph-Straße;31;Winterlinde;Tilia cordata;;81169,5099999998;238016,43;11,4057883570001;47,2759948380001
11;Kaiser-Franz-Joseph-Straße;32;Winterlinde;Tilia cordata;;81162,6799999997;238009,310000001;11,4056968150001;47,2759316490001
12;Kaiser-Josef-Straße;29;Gemeine Esche;Fraxinus excelsior;;79939,7999999998;236502,57;11,3892687430001;47,2625309750001
13;Kaiser-Josef-Straße;31;Gemeine Esche;Fraxinus excelsior;;79929,75;236491,98;11,3891340860001;47,262436957
14;Kaiser-Josef-Straße;32;Gemeine Esche;Fraxinus excelsior;;79931,9199999999;236482,02;11,3891609770001;47,2623471220001
15;Kaiser-Josef-Straße;33;Gemeine Esche;Fraxinus excelsior;;79943,9299999997;236483,42;11,3893198870001;47,262358254
16;Kaiser-Josef-Straße;34;Gemeine Esche;Fraxinus excelsior;;79945,8499999996;236473,640000001;11,3893435080001;47,2622700680001
17;Kapuzinergasse;5;Roßkastanie;Aesculus hippocastanum;;81292,5499999998;237539,77;11,4073276990001;47,2716929950001
18;Kapuzinergasse;8;Winterlinde;Tilia cordata;;81333,801;237561,492000001;11,4078766900001;47,2718832460001
19;Kapuzinergasse;10;Winterlinde;Tilia cordata;;81346,7740000002;237569,630000001;11,4080495810001;47,271954829
20;Kapuzinergasse;11;Winterlinde;Tilia cordata;;81356,5889999997;237576,887;11,4081805840001;47,2720188790001
21;Karl-Innerebner-Straße;1;Baumhasel;Corylus colurna;;77448,0580000002;236982,07;11,3564335380001;47,267141064
22;Karl-Innerebner-Straße;2;Baumhasel;Corylus colurna;;77426,25;236980,529999999;11,356145143;47,2671297800001
23;Karl-Innerebner-Straße;3;Baumhasel;Corylus colurna;;77404,3799999999;236979,310000001;11,3558559850001;47,26712138
24;Karl-Innerebner-Straße;4;Baumhasel;Corylus colurna;;77382,3200000003;236978,359999999;11,3555643640001;47,26711543
25;Karl-Innerebner-Straße;6;Baumhasel;Corylus colurna;;77338,5300000003;236975,9;11,3549853840001;47,2670984520001
26;Karl-Innerebner-Straße;7;Baumhasel;Corylus colurna;;77321,7699999996;236975,1;11,354763812;47,267093226
27;Karl-Innerebner-Straße;11;Baumhasel;Corylus colurna;;77239,7800000003;236970,789999999;11,3536798140001;47,2670640890001
28;Klappholzstraße;16;Vogelkirsche;Prunus avium;;82015,165;237273,1;11,4168267360001;47,2692051540001
29;Klappholzstraße;18;Vogelkirsche;Prunus avium;;82037,3720000004;237285,716;11,4171224520001;47,2693158440001
30;Klappholzstraße;19;Vogelkirsche;Prunus avium;;82046,9740000004;237292,478;11,4172505550001;47,2693754580001
31;Klappholzstraße;20;Vogelkirsche;Prunus avium;;82058,7199999997;237301,15;11,4174073360001;47,2694519820001
32;Klappholzstraße;21;Vogelkirsche;Prunus avium;;82066,8439999996;237307,932;11,4175159160001;47,26951196
33;Klappholzstraße;23;Vogelkirsche;Prunus avium;;82084;237323,388;11,4177454190001;47,2696488170001
34;Klappholzstraße;26;Vogelkirsche;Prunus avium;;82109,3909999998;237344,412;11,4180847490001;47,2698347210001
35;Klappholzstraße;27;Vogelkirsche;Prunus avium;;82134,8810000001;237369,204;11,4184260800001;47,270054497
36;Klappholzstraße;28;Japanischer Schnurbaum;Sophora japonica;;82156,3430000003;237407,579;11,4187166840001;47,270396927
37;Klappholzstraße;29;Japanischer Schnurbaum;Sophora japonica;;82161,3789999997;237412,757999999;11,4187841730001;47,2704428740001
38;Klostergasse;1;Platane;Platanus acerifolia;;80997,1814000001;235394,278200001;11,4030372610001;47,2524347080001
39;Klostergasse;2;Platane;Platanus acerifolia;01.12.1997;80979,0574000003;235387,0021;11,402796562;47,2523715010001
40;Kochstraße;1;Bergahorn;Acer pseudoplatanus;;80771,4500000002;237572,52;11,4004483180001;47,2720516790001
41;Kochstraße;3;Bergahorn;Acer pseudoplatanus;;80784,79;237570,5;11,400624216;47,272031875
42;Kochstraße;5;Spitzahorn;Acer platanoides;;80797,1900000004;237568,43;11,4007876850001;47,2720117370001
43;Kochstraße;6;Bergahorn;Acer pseudoplatanus;;80808,6200000001;237566,609999999;11,400938382;47,2719939660001
44;Kochstraße;7;Bergahorn;Acer pseudoplatanus;;80809,0300000003;237558,310000001;11,4009423020001;47,271919273
45;Kochstraße;8;Rotblättriger Bergahorn;Acer pseudoplatanus 'Atropurpureum';;80818,0999999996;237556,710000001;11,4010618560001;47,2719037700001
46;Kochstraße;9;Bergahorn;Acer pseudoplatanus;;80820,9000000004;237564,65;11,401100285;47,2719748320001
47;Kochstraße;10;Kegelförmiger Bergahorn;Acer pseudoplatanus 'Negenia';01.01.1997;80830,54;237563,119999999;11,401227383;47,2719598890001
48;Kaiserjägerstraße;40;Bergahorn;Acer pseudoplatanus;;80764,5499999998;237619,550000001;11,400365627;47,2724754720001
49;Josef-Mayr-Nusser-Weg;33;Ungarische Eiche;Quercus frainetto;01.01.1996;84242,4199999999;236773,699999999;11,4461597740001;47,2644327350001
50;Josef-Mayr-Nusser-Weg;34;Ungarische Eiche;Quercus frainetto;01.01.1996;84251;236775,390000001;11,4462734420001;47,2644468350001
51;Josef-Mayr-Nusser-Weg;36;Zitterpappel;Populus tremula;;84290,9299999997;236775,24;11,4468009280001;47,2644403740001
52;Josef-Mayr-Nusser-Weg;37;Sandbirke;Betula pendula;;84302,7800000003;236777,279999999;11,4469578620001;47,2644572020001
53;Josef-Mayr-Nusser-Weg;38;Schwarzpappel;Populus nigra;;84314,7400000002;236779,869999999;11,4471163530001;47,2644789620001
54;Josef-Mayr-Nusser-Weg;39;Schwarzpappel;Populus nigra;;84333,9100000001;236782,810000001;11,447370161;47,2645029450001
55;Josef-Mayr-Nusser-Weg;40;Sandbirke;Betula pendula;;84345,3499999996;236785,02;11,4475217110001;47,2645213540001
56;Josef-Mayr-Nusser-Weg;41;Schwarzpappel;Populus nigra;;84355,4299999997;236786,76;11,447655205;47,2645357100001
57;Josef-Mayr-Nusser-Weg;42;Schwarzpappel;Populus nigra;;84367,7999999998;236788,75;11,447819;47,264552021
58;Josef-Mayr-Nusser-Weg;43;Schwarzpappel;Populus nigra;;84376,5800000001;236791,01;11,447935418;47,2645712200001
59;Josef-Mayr-Nusser-Weg;45;Schwarzpappel;Populus nigra;;84390,7999999998;236793,710000001;11,448123787;47,264593678
60;Josef-Mayr-Nusser-Weg;47;Silberweide;Salix alba;;84414,8700000001;236797,24;11,4484424410001;47,264622337
61;Sillpromenade;6;Vogelkirsche;Prunus avium;;81365,3269999996;237320,597999999;11,4082494890001;47,2697129630001
62;Sillpromenade;8;Bergahorn;Acer pseudoplatanus;;81374,4800000004;237342,801000001;11,408374456;47,2699115060001
63;Sillpromenade;10;Winterlinde;Tilia cordata;;81387,3380000005;237376,356000001;11,4085504390001;47,27021168
64;Sillpromenade;12;Japanische Zierkirsche;Prunus serrulata;;81397,2309999997;237401,329;11,408685688;47,270435041
65;Sillpromenade;13;Japanische Zierkirsche;Prunus serrulata;;81400,2980000004;237410,806;11,4087279340001;47,2705198900001
66;Kärntnerpark;8;Sommerlinde;Tilia platyphyllos;;81545,4627;237631,8464;11,410686184;47,2724897590001
67;Kärntnerpark;9;Bergahorn;Acer pseudoplatanus;;81546,2510000002;237640,882999999;11,410698245;47,2725709280001
68;Kärntnerpark;10;Winterlinde;Tilia cordata;;81554,9100000001;237645,639;11,4108135230001;47,2726126260001
69;Kochstraße;13;Kegelförmiger Bergahorn;Acer pseudoplatanus 'Negenia';01.01.1997;80848,8499999996;237560,199999999;11,4014687870001;47,2719313800001
70;Kochstraße;14;Kegelförmiger Bergahorn;Acer pseudoplatanus 'Negenia';;80854,7999999998;237550,880000001;11,401545722;47,271846833
71;Kochstraße;16;Spitzahorn;Acer platanoides;;80864,9299999997;237549,27;11,4016792790001;47,2718311090001
72;Kochstraße;17;Bergahorn;Acer pseudoplatanus;;80874,0999999996;237555,960000001;11,40180165;47,2718901470001
73;Kochstraße;19;Spitzahorn;Acer platanoides;;80888,8200000003;237545,48;11,401994254;47,2717940900001
74;Köldererstraße;2;Spitzahorn;Acer platanoides;;82021,1799999997;236394,85;11,4167454490001;47,261306221
75;König-Laurin-Straße;2;Roßkastanie;Aesculus hippocastanum;;80974,0999999996;236952,6;11,4030139020001;47,2664517570001
76;König-Laurin-Straße;3;Roßkastanie;Aesculus hippocastanum;;80978,3099999996;236957,6;11,403070427;47,2664962050001
77;Weinhartstraße;1;Roßkastanie;Aesculus hippocastanum;;80962,2599999998;236968,24;11,4028603010001;47,2665938660001
78;König-Laurin-Straße;5;Roßkastanie;Aesculus hippocastanum;01.12.1994;80986,2300000004;236964,390000001;11,4031762900001;47,2665562940001
79;König-Laurin-Straße;6;Roßkastanie;Aesculus hippocastanum;;80989,7300000004;236968,58;11,403223289;47,266593545
80;König-Laurin-Straße;7;Roßkastanie;Aesculus hippocastanum;;80988,7999999998;236974,27;11,4032120300001;47,2666448300001
81;König-Laurin-Straße;10;Roßkastanie;Aesculus hippocastanum;07.04.2014;81000,2699999996;236979,41;11,4033644980001;47,2666896430001
82;König-Laurin-Straße;12;Roßkastanie;Aesculus hippocastanum;;81006,4900000002;236983,51;11,4034474160001;47,26672575
83;König-Laurin-Straße;13;Roßkastanie;Aesculus hippocastanum;;81005,1299999999;236990,08;11,4034306360001;47,2667850020001
84;König-Laurin-Straße;18;Roßkastanie;Aesculus hippocastanum;;81028,0499999998;237012,720000001;11,4037375430001;47,2669857860001
85;Kärntnerpark;54;Roßkastanie;Aesculus hippocastanum;;81770,21;237893,35;11,4137035420001;47,274813597
86;Kärntnerpark;56;Roßkastanie;Aesculus hippocastanum;;81774,79;237900,539999999;11,413765373;47,2748776890001
87;Kärntnerpark;60;Sommerlinde;Tilia platyphyllos;;81804,0599999996;237948,26;11,4141608550001;47,275303201
88;Kärntnerpark;61;Sommerlinde;Tilia platyphyllos;;81811,9500000002;237958,970000001;11,4142670690001;47,2753985360001
89;Kärntnerpark;62;Sommerlinde;Tilia platyphyllos;;81826,6584000001;237969,2366;11,4144632990001;47,2754890350001
90;Kärntnerpark;63;Sommerlinde;Tilia platyphyllos;;81834,6979999999;237978,377;11,4145712040001;47,2755702360001
91;Kärntnerpark;64;Sommerlinde;Tilia platyphyllos;;81843,392;237987,788000001;11,4146878050001;47,275653789
92;Kärntnerpark;65;Sommerlinde;Tilia platyphyllos;;81857,307;238003,646;11,414874576;47,27579467
93;Kärntnerpark;66;Sommerlinde;Tilia platyphyllos;;81865,0580000002;238013,217;11,4149787460001;47,275879779
94;Kärntnerpark;69;Winterlinde;Tilia cordata;;81884,8959999997;238042,02;11,4152461520001;47,2761363380001
95;Kärntnerpark;72;Winterlinde;Tilia cordata;;81925,4579999996;238100,115;11,4157927670001;47,2766537420001
96;Kärntnerpark;73;Winterlinde;Tilia cordata;;81932,0060000001;238109,523;11,4158810150001;47,2767375340001
97;Kärntnerpark;75;Winterlinde;Tilia cordata;;81945,0630000001;238128,365;11,4160570000001;47,2769053550001
98;Kärntnerpark;76;Winterlinde;Tilia cordata;;81952,2350000003;238138,342;11,4161535980001;47,2769941860001
99;Kaiser-Franz-Joseph-Straße;1;Winterlinde;Tilia cordata;;81162,1399999997;238002,41;11,4056884290001;47,275869663
100;Kaiser-Franz-Joseph-Straße;2;Winterlinde;Tilia cordata;;81168,8300000001;238009,640000001;11,405778141;47,2759338580001
101;Kärntnerpark;53;Roßkastanie;Aesculus hippocastanum;;81765,8200000003;237885,98;11,4136441880001;47,2747478640001
102;Kaiser-Franz-Joseph-Straße;4;Winterlinde;Tilia cordata;;81182,8499999996;238023,960000001;11,4059659970001;47,2760609100001
103;Kaiser-Franz-Joseph-Straße;5;Winterlinde;Tilia cordata;;81189,3700000001;238031,07;11,4060534420001;47,2761240470001
104;Kaiser-Franz-Joseph-Straße;8;Winterlinde;Tilia cordata;;81210;238052,529999999;11,4063299400001;47,2763144930001
105;Kaiser-Franz-Joseph-Straße;9;Winterlinde;Tilia cordata;;81216,6399999997;238059,77;11,4064189950001;47,2763787840001
106;Kaiser-Franz-Joseph-Straße;10;Winterlinde;Tilia cordata;;81223,6299999999;238066,92;11,4065126580001;47,2764422220001
107;Kaiser-Franz-Joseph-Straße;11;Winterlinde;Tilia cordata;;81230,4100000001;238073,890000001;11,406603514;47,2765040670001
108;Kaiser-Franz-Joseph-Straße;12;Winterlinde;Tilia cordata;;81237,4000000004;238081,35;11,4066972350001;47,2765702920001
109;Kaiser-Franz-Joseph-Straße;13;Winterlinde;Tilia cordata;;81244,2699999996;238088,560000001;11,406789324;47,2766342840001
110;Kaiser-Franz-Joseph-Straße;14;Winterlinde;Tilia cordata;;81250,5319999997;238095,618000001;11,406873352;47,2766969850001
111;Kärntnerpark;11;Winterlinde;Tilia cordata;;81563,1579999998;237642,024;11,4109218470001;47,272579094
112;Kärntnerpark;12;Gemeine Esche;Fraxinus excelsior;;81564,3459999999;237650,677999999;11,4109391210001;47,2726567730001
113;Kaiserjägerstraße;52;Bergahorn;Acer pseudoplatanus;;80776,9100000001;237719,960000001;11,4005470500001;47,2733769550001
114;Kaiserjägerstraße;53;Spitzahorn;Acer platanoides;;80777,2000000002;237729,880000001;11,4005526710001;47,2734661320001
115;Kaiserjägerstraße;57;Bergahorn;Acer pseudoplatanus;;80779,46;237750,640000001;11,4005862770001;47,273652552
116;Kaiserjägerstraße;58;Bergahorn;Acer pseudoplatanus;;80780,3899999997;237761,689999999;11,4006005580001;47,2737518120001
117;Kaiserjägerstraße;59;Bergahorn;Acer pseudoplatanus;23.04.2001;80780,7489999998;237773,109999999;11,4006073620001;47,2738544690001
118;Kaiserjägerstraße;69;Spitzahorn;Acer platanoides;;80789,9500000002;237843,539999999;11,4007416430001;47,2744867250001
119;Kaiserjägerstraße;70;Spitzahorn;Acer platanoides;;80791,3099999996;237852,99;11,4007613190001;47,274571543
120;Kaiserjägerstraße;71;Spitzahorn;Acer platanoides;;80792,9500000002;237864,369999999;11,4007850420001;47,274673684
121;Kaiserjägerstraße;72;Bergahorn;Acer pseudoplatanus;;80794,3300000001;237873,970000001;11,4008050090001;47,2747598480001
122;Kaiserjägerstraße;74;Sumpfeiche;Quercus palustris;;80782,75;237872,439999999;11,4006517170001;47,274747511
123;Kaiserjägerstraße;81;Spitzahorn;Acer platanoides;;80791,6500000004;237938,1;11,4007811640001;47,2753369070001
124;Kaiserjägerstraße;85;Bergahorn;Acer pseudoplatanus;;80794,75;237961,41;11,4008263320001;47,2755461560001
125;Kurpark - Igls;138;Schwarzkiefer;Pinus nigra;;81577,4199999999;232563,35;11,4101864790001;47,2269041220001
126;Kurpark - Igls;140;Fichte;Picea abies;;81597,1600000001;232597,109999999;11,410453218;47,2272052880001
127;Kurpark - Igls;141;Fichte;Picea abies;;81603,6399999997;232596,82;11,4105387130001;47,2272018780001
128;Kurpark - Igls;142;Europäische Lärche;Larix decidua;;81613,6900000004;232608,76;11,410673563;47,227308012
129;Kurpark - Igls;143;Europäische Lärche;Larix decidua;;81616,2999999998;232607,1;11,4107077180001;47,2272927600001
130;Kurpark - Igls;146;Föhre;Pinus sylvestris;;81584,5300000003;232599,619999999;11,4102869340001;47,2272294240001
131;Kurpark - Igls;147;Fichte;Picea abies;;81581,7000000002;232601,76;11,4102499620001;47,22724902
132;Kurpark - Igls;148;Föhre;Pinus sylvestris;;81583,2599999998;232609,789999999;11,4102720160001;47,2273210420001
133;Kurpark - Igls;149;Fichte;Picea abies;;81571,79;232619,369999999;11,4101223300001;47,227408616
134;Kurpark - Igls;150;Fichte;Picea abies;;81581,0099999998;232617,949999999;11,4102437940001;47,2273947050001
135;Kurpark - Igls;151;Hainbuche;Carpinus betulus;;81587,0899999999;232616,82;11,410323856;47,22738379
136;Kurpark - Igls;153;Fichte;Picea abies;;81601,5800000001;232619,4;11,4105156210001;47,2274051990001
137;Kurpark - Igls;154;Fichte;Picea abies;;81604,9400000004;232624,42;11,4105608920001;47,2274499280001
138;Kurpark - Igls;155;Fichte;Picea abies;;81604,3899999997;232626,119999999;11,4105539400001;47,2274652850001
139;Kurpark - Igls;157;Fichte;Picea abies;;81595,4100000001;232631,859999999;11,4104364290001;47,2275180170001
140;Kurpark - Igls;158;Fichte;Picea abies;;81594,3600000003;232635,550000001;11,4104232380001;47,2275513320001
141;Grünbacher-Promenade;24;Pyramidenhainbuche;Carpinus betulus 'Fastigiata';;83098,0199999996;237891,199999999;11,4312483610001;47,2746279250001
142;Grünbacher-Promenade;26;Pyramidenhainbuche;Carpinus betulus 'Fastigiata';;83103,29;237892,789999999;11,4313182910001;47,2746415590001
143;Grünbacher-Promenade;27;Pyramidenhainbuche;Carpinus betulus 'Fastigiata';;83105,96;237890;11,4313530540001;47,2746161310001
144;Grünbacher-Promenade;28;Pyramidenhainbuche;Carpinus betulus 'Fastigiata';;83108,71;237888,09;11,4313890370001;47,2745986070001
145;Grünbacher-Promenade;30;Pyramidenhainbuche;Carpinus betulus 'Fastigiata';;83113,7000000002;237884,220000001;11,4314542540001;47,274563174
146;Grünbacher-Promenade;32;Pyramidenhainbuche;Carpinus betulus 'Fastigiata';;83122,4199999999;237878,5;11,4315684150001;47,274510632
147;Grünbacher-Promenade;33;Vielblütiger Zierapfel;Malus floribunda;;83115,3499999996;237873,65;11,4314740950001;47,2744679090001
148;Grünbacher-Promenade;34;Holzapfel;Malus sylvestris;;83128,2199999997;237868,050000001;11,4316431140001;47,2744159220001
149;Grünbacher-Promenade;35;Trauerweide;Salix alba 'Tristis';;83123,8600000003;237862,5;11,431584473;47,2743665620001
150;Grünbacher-Promenade;36;Pyramidenhainbuche;Carpinus betulus 'Fastigiata';;83133,2000000002;237872,01;11,4317096520001;47,2744509060001
151;Karl-Kapferer-Straße;65;Bergahorn;Acer pseudoplatanus;;80704,8399999999;237660,73;11,3995840870001;47,2728531340001
152;Kaiserjägerstraße;25;Bergahorn;Acer pseudoplatanus;;80755,6100000003;237528,83;11,4002311470001;47,2716607120001
153;Kaiserjägerstraße;30;Bergahorn;Acer pseudoplatanus;;80756,3200000003;237535,91;11,4002418040001;47,271724297
154;Kaiserjägerstraße;31;Bergahorn;Acer pseudoplatanus;;80757,2699999996;237545,33;11,4002560550001;47,271808895
155;Kurpark - Igls;132;Schwarzkiefer;Pinus nigra;;81547,0899999999;232531,92;11,4097803600001;47,2266252190001
156;Kurpark - Igls;133;Schwarzkiefer;Pinus nigra;;81552,0999999996;232534,460000001;11,4098469620001;47,2266474420001
157;Kurpark - Igls;137;Schwarzkiefer;Pinus nigra;;81573,4900000002;232562,640000001;11,4101344670001;47,226898223
158;Kaiser-Josef-Straße;6;Gemeine Esche;Fraxinus excelsior;;79917,3600000003;236613,130000001;11,3889920080001;47,2635279850001
159;Kaiser-Josef-Straße;8;Gemeine Esche;Fraxinus excelsior;;79918,4500000002;236605,67;11,3890050780001;47,2634607630001
160;Kaiser-Josef-Straße;10;Gemeine Esche;Fraxinus excelsior;;79920,2000000002;236596,77;11,3890266100001;47,2633805120001
161;Kaiser-Josef-Straße;11;Gemeine Esche;Fraxinus excelsior;;79922,2800000003;236587,08;11,389052361;47,2632931150001
162;Kaiser-Josef-Straße;13;Gemeine Esche;Fraxinus excelsior;;79911,4299999997;236579,73;11,3889077110001;47,2632283330001
163;Kaiser-Josef-Straße;14;Gemeine Esche;Fraxinus excelsior;;79924,3099999996;236577,050000001;11,3890773900001;47,2632026670001
164;Kaiser-Josef-Straße;15;Gemeine Esche;Fraxinus excelsior;;79926,4800000004;236567,359999999;11,3891043300001;47,2631152600001
165;Kaiser-Josef-Straße;16;Gemeine Esche;Fraxinus excelsior;;79913,9100000001;236568,15;11,38893841;47,2631238910001
166;Kaiser-Josef-Straße;18;Gemeine Esche;Fraxinus excelsior;;79915,5599999996;236559,93;11,3889587420001;47,2630497660001
167;Kaiser-Josef-Straße;19;Gemeine Esche;Fraxinus excelsior;;79917,3799999999;236551,949999999;11,3889813630001;47,2629777800001
168;Kaiser-Josef-Straße;23;Gemeine Esche;Fraxinus excelsior;;79921,6100000003;236531,970000001;11,389033682;47,2627975830001
169;Kärntnerpark;15;Scheinakazie;Robinia pseudoacacia;;81583,3210000005;237660,437999999;11,4111916180001;47,272742194
170;Kärntnerpark;19;Sommerlinde;Tilia platyphyllos;;81620,7620000001;237668,221999999;11,4116877520001;47,2728075530001
171;Kärntnerpark;20;Sommerlinde;Tilia platyphyllos;;81620,9450000003;237680,262;11,4116923640001;47,2729158080001
172;Langer Weg;9;Pyramidenhainbuche;Carpinus betulus 'Fastigiata';05.12.2002;82642,25;237056,57;11,425072012;47,2671794460001
173;Grünbacher-Promenade;37;Pyramidenhainbuche;Carpinus betulus 'Fastigiata';;83138,46;237868,949999999;11,431778588;47,2744227220001
174;Grünbacher-Promenade;38;Bergulme;Ulmus glabra;;83139,9400000004;237856,529999999;11,4317958380001;47,274310842
175;Lindenstraße;1;Sommerlinde;Tilia platyphyllos;;81640,7800000003;236732,130000001;11,4117816730001;47,2643866990001
176;Lindenstraße;5;Sommerlinde;Tilia platyphyllos;;81654,1100000003;236706,59;11,4119531240001;47,2641553620001
177;Mariahilfstraße;9;Roßkastanie;Aesculus hippocastanum;;79949,5899999999;237140,859999999;11,3895119540001;47,2682700380001
178;Mariahilfstraße;13;Roßkastanie;Aesculus hippocastanum;;79927,5625;237122,671499999;11,3892176780001;47,2681091410001
179;Mariahilfstraße;16;Roßkastanie;Aesculus hippocastanum;;79905,7344000004;237105,4735;11,3889262150001;47,267957127
180;Mariahilfstraße;17;Roßkastanie;Aesculus hippocastanum;;79897,6645999998;237100,5787;11,388818723;47,2679140870001
181;Mariahilfstraße;18;Gemeine Esche;Fraxinus excelsior;;79883,7869999995;237098,203;11,3886349470001;47,267894406
182;Mariahilfstraße;21;Roßkastanie;Aesculus hippocastanum;;79872,2719999999;237091,191;11,3884815600001;47,267832743
183;Mariahilfstraße;22;Roßkastanie;Aesculus hippocastanum;;79862,5489999997;237090,02;11,3883528900001;47,2678233920001
184;Sillpromenade;30;Schwarzpappel;Populus nigra;;81441,2699999996;237581,66;11,4093003450001;47,2720513290001
185;Kärntnerpark;1;Sommerlinde;Tilia platyphyllos;;81482,1500000004;237603,119999999;11,4098443980001;47,272239261
186;Kärntnerpark;2;Spitzahorn;Acer platanoides;;81489,1299999999;237610,890000001;11,4099380390001;47,2723082730001
187;Beethovenstraße;5;Sandbirke;Betula pendula;04.11.2010;81448,21;238019,050000001;11,4094715830001;47,275983963
188;Kärntnerpark;4;Bergahorn;Acer pseudoplatanus;;81520,8899999997;237632,57;11,410361633;47,2724993100001
189;Kärntnerpark;6;Kanadische Pappel;Populus canadensis;;81528,8830000004;237631,028000001;11,4104669650001;47,2724844530001
190;Kärntnerpark;7;Gemeine Esche;Fraxinus excelsior;;81537,1770000001;237635,934;11,4105774480001;47,2725275450001
191;Karl-Innerebner-Straße;14;Baumhasel;Corylus colurna;;77172,6200000001;236967,380000001;11,352791906;47,2670412990001
192;Karl-Innerebner-Straße;21;Baumhasel;Corylus colurna;01.12.1993;77059,6200000001;236978,279999999;11,3513008200001;47,267152562
193;Karl-Kapferer-Straße;5;Bergahorn;Acer pseudoplatanus;;80477,5099999998;237691,210000001;11,3965857860001;47,2731550830001
194;Karl-Kapferer-Straße;12;Blutahorn 'Crimson King';Acer platanoides 'Crimson King';;80509,1799999997;237676,83;11,3970016690001;47,2730218880001
195;Karl-Kapferer-Straße;20;Spitzahorn;Acer platanoides;;80553,1600000001;237674,189999999;11,3975823160001;47,2729927650001
196;Karl-Kapferer-Straße;28;Blutahorn 'Crimson King';Acer platanoides 'Crimson King';;80588,3099999996;237672,210000001;11,3980464080001;47,2729706550001
197;Karl-Kapferer-Straße;31;Spitzahorn;Acer platanoides;;80594,6699999999;237671,699999999;11,3981303530001;47,2729652900001
198;Karl-Kapferer-Straße;38;Spitzahorn;Acer platanoides;;80625,5800000001;237669,789999999;11,3985384330001;47,2729443270001
199;Karl-Kapferer-Straße;44;Bergahorn;Acer pseudoplatanus;;80678,6900000004;237678,300000001;11,3992417250001;47,27301435
200;Karl-Kapferer-Straße;46;Bergahorn;Acer pseudoplatanus;;80700,4000000004;237676,949999999;11,399528343;47,272999547
201;Karl-Kapferer-Straße;48;Bergahorn;Acer pseudoplatanus;01.01.1993;80720,6600000001;237675,76;11,3997958300001;47,2729863610001
202;Karl-Kapferer-Straße;49;Bergahorn;Acer pseudoplatanus;01.01.1998;80731,6399999997;237675,15;11,3999408020001;47,2729795280001
203;Karl-Kapferer-Straße;50;Spitzahorn;Acer platanoides;;80742,0999999996;237674,550000001;11,400078905;47,272972849
204;Karl-Kapferer-Straße;54;Blutahorn 'Crimson King';Acer platanoides 'Crimson King';;80663,7131000003;237667,3594;11,3990418600001;47,2729177950001
205;Karl-Kapferer-Straße;55;Blutahorn 'Crimson King';Acer platanoides 'Crimson King';;80666,9800000004;237662,99;11,399084239;47,2728781000001
206;Karl-Kapferer-Straße;57;Spitzahorn;Acer platanoides;;80674,3799999999;237662,550000001;11,3991819390001;47,2728732360001
207;Karl-Kapferer-Straße;59;Bergahorn;Acer pseudoplatanus;;80682,25;237662,08;11,399285842;47,2728680450001
208;Kärntnerpark;22;Sommerlinde;Tilia platyphyllos;;81647,148;237695,958000001;11,412041452;47,2730537130001
209;Kärntnerpark;32;Roßkastanie;Aesculus hippocastanum;;81720,2400000002;237776,689999999;11,4130219670001;47,2737706710001
210;Kärntnerpark;34;Roßkastanie;Aesculus hippocastanum;;81724,7699999996;237784,02;11,4130831610001;47,2738360280001
211;Kärntnerpark;35;Roßkastanie;Aesculus hippocastanum;;81728,3499999996;237791,779999999;11,4131318810001;47,2739053700001
212;Kärntnerpark - Spiel- und Sportanlage;36;Baummagnolie;Magnolia kobus;;81722,0300000003;237794,960000001;11,4130489520001;47,2739347520001
213;Kärntnerpark - Spiel- und Sportanlage;37;Sandbirke;Betula pendula;;81717,4800000004;237804,73;11,4129906130001;47,2740231800001
214;Kärntnerpark;38;Roßkastanie;Aesculus hippocastanum;;81731,6500000004;237800,050000001;11,4131769950001;47,2739793330001
215;Kärntnerpark;39;Roßkastanie;Aesculus hippocastanum;;81734,6900000004;237807,99;11,4132186130001;47,27405036
216;Kärntnerpark;42;Roßkastanie;Aesculus hippocastanum;;81742,8700000001;237832,33;11,4133311420001;47,2742682360001
217;Kärntnerpark;43;Roßkastanie;Aesculus hippocastanum;;81745,1399999997;237840,58;11,413362642;47,2743421470001
